PUNTO_MUESTREO,ANNO,MES,DIA,FECHA,NOMBRE_CAPITAL,As,BaP,Cd,Ni,PM10,PM2.5,Pb,ICA
02003001_10_49,2017,1,1,2017-01-01,Albacete,,,,,27.0,,,2
02003001_10_49,2017,1,2,2017-01-02,Albacete,,,,,21.0,,,2
02003001_10_49,2017,1,3,2017-01-03,Albacete,,,,,32.0,,,2
02003001_10_49,2017,1,6,2017-01-06,Albacete,,,,,25.0,,,2
02003001_10_49,2017,1,7,2017-01-07,Albacete,,,,,24.0,,,2
02003001_10_49,2017,1,8,2017-01-08,Albacete,,,,,34.0,,,2
02003001_10_49,2017,1,9,2017-01-09,Albacete,,,,,37.0,,,2
02003001_10_49,2017,1,10,2017-01-10,Albacete,,,,,22.0,,,2
02003001_10_49,2017,1,11,2017-01-11,Albacete,,,,,18.0,,,1
02003001_10_49,2017,1,12,2017-01-12,Albacete,,,,,22.0,,,2
02003001_10_49,2017,1,13,2017-01-13,Albacete,,,,,19.0,,,1
02003001_10_49,2017,1,14,2017-01-14,Albacete,,,,,17.0,,,1
02003001_10_49,2017,1,15,2017-01-15,Albacete,,,,,15.0,,,1
02003001_10_49,2017,1,16,2017-01-16,Albacete,,,,,18.0,,,1
02003001_10_49,2017,1,17,2017-01-17,Albacete,,,,,17.0,,,1
02003001_10_49,2017,1,18,2017-01-18,Albacete,,,,,18.0,,,1
02003001_10_49,2017,1,19,2017-01-19,Albacete,,,,,16.0,,,1
02003001_10_49,2017,1,20,2017-01-20,Albacete,,,,,13.0,,,1
02003001_10_49,2017,1,21,2017-01-21,Albacete,,,,,14.0,,,1
02003001_10_49,2017,1,22,2017-01-22,Albacete,,,,,16.0,,,1
02003001_10_49,2017,1,23,2017-01-23,Albacete,,,,,24.0,,,2
02003001_10_49,2017,1,26,2017-01-26,Albacete,,,,,27.0,,,2
02003001_10_49,2017,1,27,2017-01-27,Albacete,,,,,19.0,,,1
02003001_10_49,2017,1,28,2017-01-28,Albacete,,,,,14.0,,,1
02003001_10_49,2017,1,31,2017-01-31,Albacete,,,,,18.0,,,1
02003001_10_49,2017,2,1,2017-02-01,Albacete,,,,,22.0,,,2
02003001_10_49,2017,2,2,2017-02-02,Albacete,,,,,16.0,,,1
02003001_10_49,2017,2,3,2017-02-03,Albacete,,,,,26.0,,,2
02003001_10_49,2017,2,7,2017-02-07,Albacete,,,,,17.0,,,1
02003001_10_49,2017,2,8,2017-02-08,Albacete,,,,,13.0,,,1
02003001_10_49,2017,2,9,2017-02-09,Albacete,,,,,16.0,,,1
02003001_10_49,2017,2,10,2017-02-10,Albacete,,,,,21.0,,,2
02003001_10_49,2017,2,11,2017-02-11,Albacete,,,,,26.0,,,2
02003001_10_49,2017,2,12,2017-02-12,Albacete,,,,,64.0,,,3
02003001_10_49,2017,2,13,2017-02-13,Albacete,,,,,39.0,,,2
02003001_10_49,2017,2,14,2017-02-14,Albacete,,,,,20.0,,,1
02003001_10_49,2017,2,15,2017-02-15,Albacete,,,,,20.0,,,1
02003001_10_49,2017,2,16,2017-02-16,Albacete,,,,,30.0,,,2
02003001_10_49,2017,2,17,2017-02-17,Albacete,,,,,34.0,,,2
02003001_10_49,2017,2,18,2017-02-18,Albacete,,,,,33.0,,,2
02003001_10_49,2017,2,19,2017-02-19,Albacete,,,,,33.0,,,2
02003001_10_49,2017,2,20,2017-02-20,Albacete,,,,,26.0,,,2
02003001_10_49,2017,2,21,2017-02-21,Albacete,,,,,28.0,,,2
02003001_10_49,2017,2,22,2017-02-22,Albacete,,,,,46.0,,,2
02003001_10_49,2017,2,23,2017-02-23,Albacete,,,,,59.0,,,3
02003001_10_49,2017,2,24,2017-02-24,Albacete,,,,,66.0,,,3
02003001_10_49,2017,2,25,2017-02-25,Albacete,,,,,29.0,,,2
02003001_10_49,2017,2,26,2017-02-26,Albacete,,,,,50.0,,,2
02003001_10_49,2017,2,27,2017-02-27,Albacete,,,,,36.0,,,2
02003001_10_49,2017,2,28,2017-02-28,Albacete,,,,,19.0,,,1
02003001_10_49,2017,3,1,2017-03-01,Albacete,,,,,25.0,,,2
02003001_10_49,2017,3,2,2017-03-02,Albacete,,,,,26.0,,,2
02003001_10_49,2017,3,3,2017-03-03,Albacete,,,,,27.0,,,2
02003001_10_49,2017,3,4,2017-03-04,Albacete,,,,,16.0,,,1
02003001_10_49,2017,3,5,2017-03-05,Albacete,,,,,17.0,,,1
02003001_10_49,2017,3,6,2017-03-06,Albacete,,,,,21.0,,,2
02003001_10_49,2017,3,7,2017-03-07,Albacete,,,,,25.0,,,2
02003001_10_49,2017,3,8,2017-03-08,Albacete,,,,,27.0,,,2
02003001_10_49,2017,3,9,2017-03-09,Albacete,,,,,33.0,,,2
02003001_10_49,2017,3,10,2017-03-10,Albacete,,,,,34.0,,,2
02003001_10_49,2017,3,11,2017-03-11,Albacete,,,,,29.0,,,2
02003001_10_49,2017,3,12,2017-03-12,Albacete,,,,,27.0,,,2
02003001_10_49,2017,3,13,2017-03-13,Albacete,,,,,15.0,,,1
02003001_10_49,2017,3,14,2017-03-14,Albacete,,,,,28.0,,,2
02003001_10_49,2017,3,15,2017-03-15,Albacete,,,,,33.0,,,2
02003001_10_49,2017,3,16,2017-03-16,Albacete,,,,,31.0,,,2
02003001_10_49,2017,3,17,2017-03-17,Albacete,,,,,26.0,,,2
02003001_10_49,2017,3,18,2017-03-18,Albacete,,,,,38.0,,,2
02003001_10_49,2017,3,19,2017-03-19,Albacete,,,,,37.0,,,2
02003001_10_49,2017,3,22,2017-03-22,Albacete,,,,,26.0,,,2
02003001_10_49,2017,3,23,2017-03-23,Albacete,,,,,16.0,,,1
02003001_10_49,2017,3,24,2017-03-24,Albacete,,,,,20.0,,,1
02003001_10_49,2017,3,25,2017-03-25,Albacete,,,,,18.0,,,1
02003001_10_49,2017,3,28,2017-03-28,Albacete,,,,,23.0,,,2
02003001_10_49,2017,3,29,2017-03-29,Albacete,,,,,28.0,,,2
02003001_10_49,2017,3,30,2017-03-30,Albacete,,,,,31.0,,,2
02003001_10_49,2017,3,31,2017-03-31,Albacete,,,,,31.0,,,2
02003001_10_49,2017,4,1,2017-04-01,Albacete,,,,,24.0,,,2
02003001_10_49,2017,4,2,2017-04-02,Albacete,,,,,17.0,,,1
02003001_10_49,2017,4,3,2017-04-03,Albacete,,,,,18.0,,,1
02003001_10_49,2017,4,4,2017-04-04,Albacete,,,,,23.0,,,2
02003001_10_49,2017,4,5,2017-04-05,Albacete,,,,,25.0,,,2
02003001_10_49,2017,4,6,2017-04-06,Albacete,,,,,22.0,,,2
02003001_10_49,2017,4,7,2017-04-07,Albacete,,,,,27.0,,,2
02003001_10_49,2017,4,8,2017-04-08,Albacete,,,,,24.0,,,2
02003001_10_49,2017,4,9,2017-04-09,Albacete,,,,,24.0,,,2
02003001_10_49,2017,4,10,2017-04-10,Albacete,,,,,25.0,,,2
02003001_10_49,2017,4,11,2017-04-11,Albacete,,,,,29.0,,,2
02003001_10_49,2017,4,12,2017-04-12,Albacete,,,,,33.0,,,2
02003001_10_49,2017,4,13,2017-04-13,Albacete,,,,,31.0,,,2
02003001_10_49,2017,4,14,2017-04-14,Albacete,,,,,35.0,,,2
02003001_10_49,2017,4,15,2017-04-15,Albacete,,,,,30.0,,,2
02003001_10_49,2017,4,16,2017-04-16,Albacete,,,,,33.0,,,2
02003001_10_49,2017,4,17,2017-04-17,Albacete,,,,,33.0,,,2
02003001_10_49,2017,4,18,2017-04-18,Albacete,,,,,33.0,,,2
02003001_10_49,2017,4,19,2017-04-19,Albacete,,,,,29.0,,,2
02003001_10_49,2017,4,20,2017-04-20,Albacete,,,,,25.0,,,2
02003001_10_49,2017,4,21,2017-04-21,Albacete,,,,,23.0,,,2
02003001_10_49,2017,4,22,2017-04-22,Albacete,,,,,23.0,,,2
02003001_10_49,2017,4,23,2017-04-23,Albacete,,,,,25.0,,,2
02003001_10_49,2017,4,24,2017-04-24,Albacete,,,,,35.0,,,2
02003001_10_49,2017,4,25,2017-04-25,Albacete,,,,,47.0,,,2
02003001_10_49,2017,4,28,2017-04-28,Albacete,,,,,18.0,,,1
02003001_10_49,2017,4,29,2017-04-29,Albacete,,,,,17.0,,,1
02003001_10_49,2017,4,30,2017-04-30,Albacete,,,,,23.0,,,2
02003001_10_49,2017,5,1,2017-05-01,Albacete,,,,,17.0,,,1
02003001_10_49,2017,5,2,2017-05-02,Albacete,,,,,21.0,,,2
02003001_10_49,2017,5,3,2017-05-03,Albacete,,,,,20.0,,,1
02003001_10_49,2017,5,4,2017-05-04,Albacete,,,,,20.0,,,1
02003001_10_49,2017,5,10,2017-05-10,Albacete,,,,,21.0,,,2
02003001_10_49,2017,5,11,2017-05-11,Albacete,,,,,21.0,,,2
02003001_10_49,2017,5,12,2017-05-12,Albacete,,,,,20.0,,,1
02003001_10_49,2017,5,13,2017-05-13,Albacete,,,,,20.0,,,1
02003001_10_49,2017,5,14,2017-05-14,Albacete,,,,,22.0,,,2
02003001_10_49,2017,5,15,2017-05-15,Albacete,,,,,24.0,,,2
02003001_10_49,2017,5,16,2017-05-16,Albacete,,,,,24.0,,,2
02003001_10_49,2017,5,17,2017-05-17,Albacete,,,,,23.0,,,2
02003001_10_49,2017,5,18,2017-05-18,Albacete,,,,,28.0,,,2
02003001_10_49,2017,5,20,2017-05-20,Albacete,,,,,24.0,,,2
02003001_10_49,2017,5,21,2017-05-21,Albacete,,,,,23.0,,,2
02003001_10_49,2017,5,22,2017-05-22,Albacete,,,,,29.0,,,2
02003001_10_49,2017,5,23,2017-05-23,Albacete,,,,,24.0,,,2
02003001_10_49,2017,5,24,2017-05-24,Albacete,,,,,27.0,,,2
02003001_10_49,2017,5,25,2017-05-25,Albacete,,,,,35.0,,,2
02003001_10_49,2017,5,26,2017-05-26,Albacete,,,,,34.0,,,2
02003001_10_49,2017,5,27,2017-05-27,Albacete,,,,,29.0,,,2
02003001_10_49,2017,5,28,2017-05-28,Albacete,,,,,25.0,,,2
02003001_10_49,2017,5,29,2017-05-29,Albacete,,,,,29.0,,,2
02003001_10_49,2017,5,30,2017-05-30,Albacete,,,,,28.0,,,2
02003001_10_49,2017,5,31,2017-05-31,Albacete,,,,,27.0,,,2
02003001_10_49,2017,6,1,2017-06-01,Albacete,,,,,29.0,,,2
02003001_10_49,2017,6,2,2017-06-02,Albacete,,,,,29.0,,,2
02003001_10_49,2017,6,3,2017-06-03,Albacete,,,,,32.0,,,2
02003001_10_49,2017,6,4,2017-06-04,Albacete,,,,,26.0,,,2
02003001_10_49,2017,6,5,2017-06-05,Albacete,,,,,22.0,,,2
02003001_10_49,2017,6,6,2017-06-06,Albacete,,,,,27.0,,,2
02003001_10_49,2017,6,7,2017-06-07,Albacete,,,,,24.0,,,2
02003001_10_49,2017,6,8,2017-06-08,Albacete,,,,,21.0,,,2
02003001_10_49,2017,6,9,2017-06-09,Albacete,,,,,29.0,,,2
02003001_10_49,2017,6,10,2017-06-10,Albacete,,,,,25.0,,,2
02003001_10_49,2017,6,11,2017-06-11,Albacete,,,,,20.0,,,1
02003001_10_49,2017,6,12,2017-06-12,Albacete,,,,,19.0,,,1
02003001_10_49,2017,6,13,2017-06-13,Albacete,,,,,24.0,,,2
02003001_10_49,2017,6,14,2017-06-14,Albacete,,,,,30.0,,,2
02003001_10_49,2017,6,15,2017-06-15,Albacete,,,,,38.0,,,2
02003001_10_49,2017,6,16,2017-06-16,Albacete,,,,,24.0,,,2
02003001_10_49,2017,6,17,2017-06-17,Albacete,,,,,32.0,,,2
02003001_10_49,2017,6,18,2017-06-18,Albacete,,,,,26.0,,,2
02003001_10_49,2017,6,19,2017-06-19,Albacete,,,,,27.0,,,2
02003001_10_49,2017,6,20,2017-06-20,Albacete,,,,,30.0,,,2
02003001_10_49,2017,6,21,2017-06-21,Albacete,,,,,29.0,,,2
02003001_10_49,2017,6,22,2017-06-22,Albacete,,,,,36.0,,,2
02003001_10_49,2017,6,23,2017-06-23,Albacete,,,,,38.0,,,2
02003001_10_49,2017,6,24,2017-06-24,Albacete,,,,,40.0,,,2
02003001_10_49,2017,6,25,2017-06-25,Albacete,,,,,36.0,,,2
02003001_10_49,2017,6,26,2017-06-26,Albacete,,,,,35.0,,,2
02003001_10_49,2017,6,27,2017-06-27,Albacete,,,,,32.0,,,2
02003001_10_49,2017,6,28,2017-06-28,Albacete,,,,,28.0,,,2
02003001_10_49,2017,6,29,2017-06-29,Albacete,,,,,22.0,,,2
02003001_10_49,2017,6,30,2017-06-30,Albacete,,,,,20.0,,,1
02003001_10_49,2017,7,1,2017-07-01,Albacete,,,,,21.0,,,2
02003001_10_49,2017,7,2,2017-07-02,Albacete,,,,,19.0,,,1
02003001_10_49,2017,7,3,2017-07-03,Albacete,,,,,21.0,,,2
02003001_10_49,2017,7,4,2017-07-04,Albacete,,,,,20.0,,,1
02003001_10_49,2017,7,5,2017-07-05,Albacete,,,,,27.0,,,2
02003001_10_49,2017,7,6,2017-07-06,Albacete,,,,,25.0,,,2
02003001_10_49,2017,7,7,2017-07-07,Albacete,,,,,35.0,,,2
02003001_10_49,2017,7,8,2017-07-08,Albacete,,,,,27.0,,,2
02003001_10_49,2017,7,9,2017-07-09,Albacete,,,,,26.0,,,2
02003001_10_49,2017,7,10,2017-07-10,Albacete,,,,,28.0,,,2
02003001_10_49,2017,7,13,2017-07-13,Albacete,,,,,58.0,,,3
02003001_10_49,2017,7,14,2017-07-14,Albacete,,,,,44.0,,,2
02003001_10_49,2017,7,15,2017-07-15,Albacete,,,,,33.0,,,2
02003001_10_49,2017,7,16,2017-07-16,Albacete,,,,,25.0,,,2
02003001_10_49,2017,7,17,2017-07-17,Albacete,,,,,26.0,,,2
02003001_10_49,2017,7,18,2017-07-18,Albacete,,,,,26.0,,,2
02003001_10_49,2017,7,19,2017-07-19,Albacete,,,,,31.0,,,2
02003001_10_49,2017,7,20,2017-07-20,Albacete,,,,,28.0,,,2
02003001_10_49,2017,7,21,2017-07-21,Albacete,,,,,38.0,,,2
02003001_10_49,2017,7,22,2017-07-22,Albacete,,,,,34.0,,,2
02003001_10_49,2017,7,23,2017-07-23,Albacete,,,,,31.0,,,2
02003001_10_49,2017,7,24,2017-07-24,Albacete,,,,,34.0,,,2
02003001_10_49,2017,7,25,2017-07-25,Albacete,,,,,28.0,,,2
02003001_10_49,2017,7,26,2017-07-26,Albacete,,,,,27.0,,,2
02003001_10_49,2017,7,29,2017-07-29,Albacete,,,,,33.0,,,2
02003001_10_49,2017,7,30,2017-07-30,Albacete,,,,,32.0,,,2
02003001_10_49,2017,7,31,2017-07-31,Albacete,,,,,37.0,,,2
02003001_10_49,2017,8,1,2017-08-01,Albacete,,,,,45.0,,,2
02003001_10_49,2017,8,3,2017-08-03,Albacete,,,,,78.0,,,3
02003001_10_49,2017,8,4,2017-08-04,Albacete,,,,,46.0,,,2
02003001_10_49,2017,8,5,2017-08-05,Albacete,,,,,49.0,,,2
02003001_10_49,2017,8,6,2017-08-06,Albacete,,,,,42.0,,,2
02003001_10_49,2017,8,7,2017-08-07,Albacete,,,,,45.0,,,2
02003001_10_49,2017,8,8,2017-08-08,Albacete,,,,,37.0,,,2
02003001_10_49,2017,8,9,2017-08-09,Albacete,,,,,34.0,,,2
02003001_10_49,2017,8,10,2017-08-10,Albacete,,,,,25.0,,,2
02003001_10_49,2017,8,11,2017-08-11,Albacete,,,,,26.0,,,2
02003001_10_49,2017,8,12,2017-08-12,Albacete,,,,,25.0,,,2
02003001_10_49,2017,8,13,2017-08-13,Albacete,,,,,24.0,,,2
02003001_10_49,2017,8,14,2017-08-14,Albacete,,,,,27.0,,,2
02003001_10_49,2017,8,15,2017-08-15,Albacete,,,,,43.0,,,2
02003001_10_49,2017,8,16,2017-08-16,Albacete,,,,,54.0,,,3
02003001_10_49,2017,8,17,2017-08-17,Albacete,,,,,50.0,,,2
02003001_10_49,2017,8,18,2017-08-18,Albacete,,,,,47.0,,,2
02003001_10_49,2017,8,19,2017-08-19,Albacete,,,,,40.0,,,2
02003001_10_49,2017,8,20,2017-08-20,Albacete,,,,,36.0,,,2
02003001_10_49,2017,8,21,2017-08-21,Albacete,,,,,32.0,,,2
02003001_10_49,2017,8,22,2017-08-22,Albacete,,,,,33.0,,,2
02003001_10_49,2017,8,23,2017-08-23,Albacete,,,,,37.0,,,2
02003001_10_49,2017,8,24,2017-08-24,Albacete,,,,,30.0,,,2
02003001_10_49,2017,8,25,2017-08-25,Albacete,,,,,34.0,,,2
02003001_10_49,2017,8,26,2017-08-26,Albacete,,,,,32.0,,,2
02003001_10_49,2017,8,27,2017-08-27,Albacete,,,,,29.0,,,2
02003001_10_49,2017,8,28,2017-08-28,Albacete,,,,,30.0,,,2
02003001_10_49,2017,8,29,2017-08-29,Albacete,,,,,26.0,,,2
02003001_10_49,2017,8,30,2017-08-30,Albacete,,,,,22.0,,,2
02003001_10_49,2017,8,31,2017-08-31,Albacete,,,,,24.0,,,2
02003001_10_49,2017,9,1,2017-09-01,Albacete,,,,,28.0,,,2
02003001_10_49,2017,9,2,2017-09-02,Albacete,,,,,24.0,,,2
02003001_10_49,2017,9,3,2017-09-03,Albacete,,,,,30.0,,,2
02003001_10_49,2017,9,4,2017-09-04,Albacete,,,,,30.0,,,2
02003001_10_49,2017,9,5,2017-09-05,Albacete,,,,,32.0,,,2
02003001_10_49,2017,9,6,2017-09-06,Albacete,,,,,31.0,,,2
02003001_10_49,2017,9,7,2017-09-07,Albacete,,,,,27.0,,,2
02003001_10_49,2017,9,8,2017-09-08,Albacete,,,,,27.0,,,2
02003001_10_49,2017,9,9,2017-09-09,Albacete,,,,,36.0,,,2
02003001_10_49,2017,9,10,2017-09-10,Albacete,,,,,19.0,,,1
02003001_10_49,2017,9,11,2017-09-11,Albacete,,,,,23.0,,,2
02003001_10_49,2017,9,12,2017-09-12,Albacete,,,,,26.0,,,2
02003001_10_49,2017,9,13,2017-09-13,Albacete,,,,,25.0,,,2
02003001_10_49,2017,9,14,2017-09-14,Albacete,,,,,29.0,,,2
02003001_10_49,2017,9,15,2017-09-15,Albacete,,,,,26.0,,,2
02003001_10_49,2017,9,16,2017-09-16,Albacete,,,,,20.0,,,1
02003001_10_49,2017,9,17,2017-09-17,Albacete,,,,,21.0,,,2
02003001_10_49,2017,9,18,2017-09-18,Albacete,,,,,30.0,,,2
02003001_10_49,2017,9,19,2017-09-19,Albacete,,,,,27.0,,,2
02003001_10_49,2017,9,20,2017-09-20,Albacete,,,,,27.0,,,2
02003001_10_49,2017,9,21,2017-09-21,Albacete,,,,,25.0,,,2
02003001_10_49,2017,9,22,2017-09-22,Albacete,,,,,26.0,,,2
02003001_10_49,2017,9,23,2017-09-23,Albacete,,,,,24.0,,,2
02003001_10_49,2017,9,24,2017-09-24,Albacete,,,,,25.0,,,2
02003001_10_49,2017,9,25,2017-09-25,Albacete,,,,,34.0,,,2
02003001_10_49,2017,9,26,2017-09-26,Albacete,,,,,30.0,,,2
02003001_10_49,2017,9,27,2017-09-27,Albacete,,,,,29.0,,,2
02003001_10_49,2017,9,28,2017-09-28,Albacete,,,,,30.0,,,2
02003001_10_49,2017,9,29,2017-09-29,Albacete,,,,,23.0,,,2
02003001_10_49,2017,9,30,2017-09-30,Albacete,,,,,28.0,,,2
02003001_10_49,2017,10,1,2017-10-01,Albacete,,,,,22.0,,,2
02003001_10_49,2017,10,4,2017-10-04,Albacete,,,,,20.0,,,1
02003001_10_49,2017,10,5,2017-10-05,Albacete,,,,,23.0,,,2
02003001_10_49,2017,10,6,2017-10-06,Albacete,,,,,28.0,,,2
02003001_10_49,2017,10,7,2017-10-07,Albacete,,,,,27.0,,,2
02003001_10_49,2017,10,8,2017-10-08,Albacete,,,,,27.0,,,2
02003001_10_49,2017,10,9,2017-10-09,Albacete,,,,,31.0,,,2
02003001_10_49,2017,10,10,2017-10-10,Albacete,,,,,31.0,,,2
02003001_10_49,2017,10,11,2017-10-11,Albacete,,,,,34.0,,,2
02003001_10_49,2017,10,12,2017-10-12,Albacete,,,,,36.0,,,2
02003001_10_49,2017,10,13,2017-10-13,Albacete,,,,,35.0,,,2
02003001_10_49,2017,10,14,2017-10-14,Albacete,,,,,37.0,,,2
02003001_10_49,2017,10,15,2017-10-15,Albacete,,,,,32.0,,,2
02003001_10_49,2017,10,16,2017-10-16,Albacete,,,,,28.0,,,2
02003001_10_49,2017,10,17,2017-10-17,Albacete,,,,,30.0,,,2
02003001_10_49,2017,10,18,2017-10-18,Albacete,,,,,27.0,,,2
02003001_10_49,2017,10,19,2017-10-19,Albacete,,,,,18.0,,,1
02003001_10_49,2017,10,20,2017-10-20,Albacete,,,,,21.0,,,2
02003001_10_49,2017,10,21,2017-10-21,Albacete,,,,,23.0,,,2
02003001_10_49,2017,10,22,2017-10-22,Albacete,,,,,22.0,,,2
02003001_10_49,2017,10,23,2017-10-23,Albacete,,,,,24.0,,,2
02003001_10_49,2017,10,24,2017-10-24,Albacete,,,,,20.0,,,1
02003001_10_49,2017,10,25,2017-10-25,Albacete,,,,,22.0,,,2
02003001_10_49,2017,10,26,2017-10-26,Albacete,,,,,24.0,,,2
02003001_10_49,2017,10,27,2017-10-27,Albacete,,,,,34.0,,,2
02003001_10_49,2017,10,28,2017-10-28,Albacete,,,,,35.0,,,2
02003001_10_49,2017,10,31,2017-10-31,Albacete,,,,,30.0,,,2
02003001_10_49,2017,11,1,2017-11-01,Albacete,,,,,23.0,,,2
02003001_10_49,2017,11,2,2017-11-02,Albacete,,,,,25.0,,,2
02003001_10_49,2017,11,3,2017-11-03,Albacete,,,,,32.0,,,2
02003001_10_49,2017,11,4,2017-11-04,Albacete,,,,,20.0,,,1
02003001_10_49,2017,11,5,2017-11-05,Albacete,,,,,17.0,,,1
02003001_10_49,2017,11,6,2017-11-06,Albacete,,,,,18.0,,,1
02003001_10_49,2017,11,7,2017-11-07,Albacete,,,,,19.0,,,1
02003001_10_49,2017,11,8,2017-11-08,Albacete,,,,,22.0,,,2
02003001_10_49,2017,11,9,2017-11-09,Albacete,,,,,16.0,,,1
02003001_10_49,2017,11,10,2017-11-10,Albacete,,,,,17.0,,,1
02003001_10_49,2017,11,11,2017-11-11,Albacete,,,,,19.0,,,1
02003001_10_49,2017,11,12,2017-11-12,Albacete,,,,,20.0,,,1
02003001_10_49,2017,11,13,2017-11-13,Albacete,,,,,21.0,,,2
02003001_10_49,2017,11,14,2017-11-14,Albacete,,,,,24.0,,,2
02003001_10_49,2017,11,15,2017-11-15,Albacete,,,,,32.0,,,2
02003001_10_49,2017,11,16,2017-11-16,Albacete,,,,,33.0,,,2
02003001_10_49,2017,11,17,2017-11-17,Albacete,,,,,38.0,,,2
02003001_10_49,2017,11,18,2017-11-18,Albacete,,,,,28.0,,,2
02003001_10_49,2017,11,19,2017-11-19,Albacete,,,,,31.0,,,2
02003001_10_49,2017,11,20,2017-11-20,Albacete,,,,,32.0,,,2
02003001_10_49,2017,11,21,2017-11-21,Albacete,,,,,34.0,,,2
02003001_10_49,2017,11,22,2017-11-22,Albacete,,,,,35.0,,,2
02003001_10_49,2017,11,23,2017-11-23,Albacete,,,,,39.0,,,2
02003001_10_49,2017,11,24,2017-11-24,Albacete,,,,,33.0,,,2
02003001_10_49,2017,11,25,2017-11-25,Albacete,,,,,36.0,,,2
02003001_10_49,2017,11,26,2017-11-26,Albacete,,,,,22.0,,,2
02003001_10_49,2017,11,27,2017-11-27,Albacete,,,,,29.0,,,2
02003001_10_49,2017,11,28,2017-11-28,Albacete,,,,,29.0,,,2
02003001_10_49,2017,11,29,2017-11-29,Albacete,,,,,18.0,,,1
02003001_10_49,2017,11,30,2017-11-30,Albacete,,,,,17.0,,,1
02003001_10_49,2017,12,1,2017-12-01,Albacete,,,,,15.0,,,1
02003001_10_49,2017,12,2,2017-12-02,Albacete,,,,,12.0,,,1
02003001_10_49,2017,12,3,2017-12-03,Albacete,,,,,13.0,,,1
02003001_10_49,2017,12,4,2017-12-04,Albacete,,,,,19.0,,,1
02003001_10_49,2017,12,5,2017-12-05,Albacete,,,,,20.0,,,1
02003001_10_49,2017,12,6,2017-12-06,Albacete,,,,,27.0,,,2
02003001_10_49,2017,12,7,2017-12-07,Albacete,,,,,32.0,,,2
02003001_10_49,2017,12,8,2017-12-08,Albacete,,,,,27.0,,,2
02003001_10_49,2017,12,9,2017-12-09,Albacete,,,,,24.0,,,2
02003001_10_49,2017,12,10,2017-12-10,Albacete,,,,,23.0,,,2
02003001_10_49,2017,12,11,2017-12-11,Albacete,,,,,25.0,,,2
02003001_10_49,2017,12,12,2017-12-12,Albacete,,,,,16.0,,,1
02003001_10_49,2017,12,13,2017-12-13,Albacete,,,,,18.0,,,1
02003001_10_49,2017,12,14,2017-12-14,Albacete,,,,,14.0,,,1
02003001_10_49,2017,12,15,2017-12-15,Albacete,,,,,14.0,,,1
02003001_10_49,2017,12,20,2017-12-20,Albacete,,,,,25.0,,,2
02003001_10_49,2017,12,21,2017-12-21,Albacete,,,,,32.0,,,2
02003001_10_49,2017,12,22,2017-12-22,Albacete,,,,,26.0,,,2
02003001_10_49,2017,12,23,2017-12-23,Albacete,,,,,29.0,,,2
02003001_10_49,2017,12,24,2017-12-24,Albacete,,,,,20.0,,,1
02003001_10_49,2017,12,29,2017-12-29,Albacete,,,,,16.0,,,1
02003001_10_49,2017,12,30,2017-12-30,Albacete,,,,,19.0,,,1
02003001_10_49,2017,12,31,2017-12-31,Albacete,,,,,18.0,,,1
02003001_10_49,2018,1,1,2018-01-01,Albacete,,,,,17.0,,,1
02003001_10_49,2018,1,2,2018-01-02,Albacete,,,,,19.0,,,1
02003001_10_49,2018,1,5,2018-01-05,Albacete,,,,,17.0,,,1
02003001_10_49,2018,1,6,2018-01-06,Albacete,,,,,15.0,,,1
02003001_10_49,2018,1,7,2018-01-07,Albacete,,,,,15.0,,,1
02003001_10_49,2018,1,8,2018-01-08,Albacete,,,,,19.0,,,1
02003001_10_49,2018,1,9,2018-01-09,Albacete,,,,,17.0,,,1
02003001_10_49,2018,1,10,2018-01-10,Albacete,,,,,14.0,,,1
02003001_10_49,2018,1,11,2018-01-11,Albacete,,,,,14.0,,,1
02003001_10_49,2018,1,12,2018-01-12,Albacete,,,,,15.0,,,1
02003001_10_49,2018,1,13,2018-01-13,Albacete,,,,,17.0,,,1
02003001_10_49,2018,1,14,2018-01-14,Albacete,,,,,14.0,,,1
02003001_10_49,2018,1,15,2018-01-15,Albacete,,,,,15.0,,,1
02003001_10_49,2018,1,16,2018-01-16,Albacete,,,,,20.0,,,1
02003001_10_49,2018,1,17,2018-01-17,Albacete,,,,,20.0,,,1
02003001_10_49,2018,1,18,2018-01-18,Albacete,,,,,21.0,,,2
02003001_10_49,2018,1,19,2018-01-19,Albacete,,,,,27.0,,,2
02003001_10_49,2018,1,20,2018-01-20,Albacete,,,,,18.0,,,1
02003001_10_49,2018,1,21,2018-01-21,Albacete,,,,,16.0,,,1
02003001_10_49,2018,1,22,2018-01-22,Albacete,,,,,20.0,,,1
02003001_10_49,2018,1,23,2018-01-23,Albacete,,,,,32.0,,,2
02003001_10_49,2018,1,24,2018-01-24,Albacete,,,,,27.0,,,2
02003001_10_49,2018,1,25,2018-01-25,Albacete,,,,,24.0,,,2
02003001_10_49,2018,1,26,2018-01-26,Albacete,,,,,11.0,,,1
02003001_10_49,2018,1,27,2018-01-27,Albacete,,,,,13.0,,,1
02003001_10_49,2018,1,28,2018-01-28,Albacete,,,,,13.0,,,1
02003001_10_49,2018,1,29,2018-01-29,Albacete,,,,,20.0,,,1
02003001_10_49,2018,1,30,2018-01-30,Albacete,,,,,19.0,,,1
02003001_10_49,2018,1,31,2018-01-31,Albacete,,,,,20.0,,,1
02003001_10_49,2018,2,1,2018-02-01,Albacete,,,,,24.0,,,2
