PUNTO_MUESTREO,ANNO,MES,DIA,FECHA,NOMBRE_CAPITAL,As,BaP,Cd,Ni,PM10,PM2.5,Pb,ICA
02003002_19_M,2023,2,14,2023-02-14,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,2,16,2023-02-16,Albacete,,,,,,,0.00031,1
02003002_19_M,2023,2,18,2023-02-18,Albacete,,,,,,,0.00138,1
02003002_19_M,2023,2,20,2023-02-20,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,1,2023-03-01,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,3,2023-03-03,Albacete,,,,,,,0.00039,1
02003002_19_M,2023,3,5,2023-03-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,7,2023-03-07,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,9,2023-03-09,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,11,2023-03-11,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,13,2023-03-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,15,2023-03-15,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,3,17,2023-03-17,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,4,1,2023-04-01,Albacete,,,,,,,0.00054,1
02003002_19_M,2023,4,3,2023-04-03,Albacete,,,,,,,0.00038,1
02003002_19_M,2023,4,5,2023-04-05,Albacete,,,,,,,0.00083,1
02003002_19_M,2023,4,7,2023-04-07,Albacete,,,,,,,0.00031,1
02003002_19_M,2023,4,9,2023-04-09,Albacete,,,,,,,0.0006,1
02003002_19_M,2023,4,11,2023-04-11,Albacete,,,,,,,0.00117,1
02003002_19_M,2023,4,13,2023-04-13,Albacete,,,,,,,0.00348,1
02003002_19_M,2023,4,15,2023-04-15,Albacete,,,,,,,0.00191,1
02003002_19_M,2023,4,17,2023-04-17,Albacete,,,,,,,0.00036,1
02003002_19_M,2023,5,1,2023-05-01,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,5,3,2023-05-03,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,5,5,2023-05-05,Albacete,,,,,,,0.00031,1
02003002_19_M,2023,5,7,2023-05-07,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,5,9,2023-05-09,Albacete,,,,,,,0.00079,1
02003002_19_M,2023,5,11,2023-05-11,Albacete,,,,,,,0.00081,1
02003002_19_M,2023,5,13,2023-05-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,5,15,2023-05-15,Albacete,,,,,,,0.00034,1
02003002_19_M,2023,5,17,2023-05-17,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,3,2023-06-03,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,5,2023-06-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,7,2023-06-07,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,9,2023-06-09,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,11,2023-06-11,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,13,2023-06-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,15,2023-06-15,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,17,2023-06-17,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,6,19,2023-06-19,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,1,2023-07-01,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,3,2023-07-03,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,5,2023-07-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,7,2023-07-07,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,9,2023-07-09,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,11,2023-07-11,Albacete,,,,,,,0.00034,1
02003002_19_M,2023,7,13,2023-07-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,15,2023-07-15,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,7,17,2023-07-17,Albacete,,,,,,,0.00059,1
02003002_19_M,2023,8,5,2023-08-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,8,7,2023-08-07,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,8,9,2023-08-09,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,8,11,2023-08-11,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,8,13,2023-08-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,8,15,2023-08-15,Albacete,,,,,,,0.00029,1
02003002_19_M,2023,8,17,2023-08-17,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,8,19,2023-08-19,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,8,21,2023-08-21,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,1,2023-09-01,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,3,2023-09-03,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,5,2023-09-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,7,2023-09-07,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,9,2023-09-09,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,13,2023-09-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,15,2023-09-15,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,9,17,2023-09-17,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,1,2023-10-01,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,3,2023-10-03,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,5,2023-10-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,7,2023-10-07,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,9,2023-10-09,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,11,2023-10-11,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,13,2023-10-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,15,2023-10-15,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,10,17,2023-10-17,Albacete,,,,,,,0.00054,1
02003002_19_M,2023,11,1,2023-11-01,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,11,3,2023-11-03,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,11,5,2023-11-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,11,7,2023-11-07,Albacete,,,,,,,0.0004,1
02003002_19_M,2023,11,9,2023-11-09,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,11,11,2023-11-11,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,11,13,2023-11-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,11,15,2023-11-15,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,11,17,2023-11-17,Albacete,,,,,,,0.00115,1
02003002_19_M,2023,12,1,2023-12-01,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,2,2023-12-02,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,3,2023-12-03,Albacete,,,,,,,0.00039,1
02003002_19_M,2023,12,4,2023-12-04,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,5,2023-12-05,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,6,2023-12-06,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,7,2023-12-07,Albacete,,,,,,,0.00106,1
02003002_19_M,2023,12,8,2023-12-08,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,9,2023-12-09,Albacete,,,,,,,0.0005,1
02003002_19_M,2023,12,10,2023-12-10,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,11,2023-12-11,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,12,2023-12-12,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,13,2023-12-13,Albacete,,,,,,,0.00028,1
02003002_19_M,2023,12,14,2023-12-14,Albacete,,,,,,,0.00028,1
02003002_27_M,2021,12,15,2021-12-15,Albacete,,0.125,,,,,,2
02003002_27_M,2021,12,16,2021-12-16,Albacete,,0.056,,,,,,1
02003002_27_M,2021,12,17,2021-12-17,Albacete,,0.056,,,,,,1
02003002_27_M,2021,12,18,2021-12-18,Albacete,,0.056,,,,,,1
02003002_27_M,2021,12,19,2021-12-19,Albacete,,0.056,,,,,,1
02003002_27_M,2021,12,20,2021-12-20,Albacete,,0.237,,,,,,2
02003002_27_M,2021,12,21,2021-12-21,Albacete,,0.056,,,,,,1
02003002_27_M,2021,12,22,2021-12-22,Albacete,,0.237,,,,,,2
02003002_27_M,2021,12,23,2021-12-23,Albacete,,0.056,,,,,,1
02003002_27_M,2021,12,24,2021-12-24,Albacete,,0.125,,,,,,2
02003002_27_M,2021,12,25,2021-12-25,Albacete,,0.069,,,,,,1
02003002_27_M,2021,12,26,2021-12-26,Albacete,,0.101,,,,,,2
02003002_27_M,2022,1,3,2022-01-03,Albacete,,0.32,,,,,,2
02003002_27_M,2022,1,4,2022-01-04,Albacete,,0.097,,,,,,1
02003002_27_M,2022,1,5,2022-01-05,Albacete,,0.139,,,,,,2
02003002_27_M,2022,1,6,2022-01-06,Albacete,,0.167,,,,,,2
02003002_27_M,2022,1,7,2022-01-07,Albacete,,0.306,,,,,,2
02003002_27_M,2022,1,8,2022-01-08,Albacete,,0.32,,,,,,2
02003002_27_M,2022,1,9,2022-01-09,Albacete,,0.278,,,,,,2
02003002_27_M,2022,1,10,2022-01-10,Albacete,,0.25,,,,,,2
02003002_27_M,2022,1,11,2022-01-11,Albacete,,0.292,,,,,,2
02003002_27_M,2022,1,12,2022-01-12,Albacete,,0.153,,,,,,2
02003002_27_M,2022,1,13,2022-01-13,Albacete,,0.209,,,,,,2
02003002_27_M,2022,1,14,2022-01-14,Albacete,,0.278,,,,,,2
02003002_27_M,2022,1,15,2022-01-15,Albacete,,0.404,,,,,,2
02003002_27_M,2022,1,16,2022-01-16,Albacete,,0.431,,,,,,2
02003002_27_M,2022,1,17,2022-01-17,Albacete,,0.264,,,,,,2
02003002_27_M,2022,1,22,2022-01-22,Albacete,,0.097,,,,,,1
02003002_27_M,2022,1,23,2022-01-23,Albacete,,0.056,,,,,,1
02003002_27_M,2022,1,24,2022-01-24,Albacete,,0.056,,,,,,1
02003002_27_M,2022,1,25,2022-01-25,Albacete,,0.056,,,,,,1
02003002_27_M,2022,1,26,2022-01-26,Albacete,,0.153,,,,,,2
02003002_27_M,2022,1,27,2022-01-27,Albacete,,0.377,,,,,,2
02003002_27_M,2022,1,28,2022-01-28,Albacete,,0.279,,,,,,2
02003002_27_M,2022,1,29,2022-01-29,Albacete,,0.432,,,,,,2
02003002_27_M,2022,1,30,2022-01-30,Albacete,,0.612,,,,,,3
02003002_27_M,2022,1,31,2022-01-31,Albacete,,0.612,,,,,,3
02003002_27_M,2022,2,1,2022-02-01,Albacete,,0.362,,,,,,2
02003002_27_M,2022,2,2,2022-02-02,Albacete,,0.376,,,,,,2
02003002_27_M,2022,2,3,2022-02-03,Albacete,,0.529,,,,,,3
02003002_27_M,2022,2,4,2022-02-04,Albacete,,0.657,,,,,,3
02003002_27_M,2022,2,18,2022-02-18,Albacete,,0.348,,,,,,2
02003002_27_M,2022,2,19,2022-02-19,Albacete,,0.278,,,,,,2
02003002_27_M,2022,2,20,2022-02-20,Albacete,,0.237,,,,,,2
02003002_27_M,2022,2,21,2022-02-21,Albacete,,0.264,,,,,,2
02003002_27_M,2022,2,22,2022-02-22,Albacete,,0.125,,,,,,2
02003002_27_M,2022,2,23,2022-02-23,Albacete,,0.07,,,,,,1
02003002_27_M,2022,2,24,2022-02-24,Albacete,,0.209,,,,,,2
02003002_27_M,2022,2,25,2022-02-25,Albacete,,0.195,,,,,,2
02003002_27_M,2022,2,26,2022-02-26,Albacete,,0.056,,,,,,1
02003002_27_M,2022,2,27,2022-02-27,Albacete,,0.056,,,,,,1
02003002_27_M,2022,2,28,2022-02-28,Albacete,,0.167,,,,,,2
02003002_27_M,2022,3,1,2022-03-01,Albacete,,0.181,,,,,,2
02003002_27_M,2022,3,2,2022-03-02,Albacete,,0.32,,,,,,2
02003002_27_M,2022,3,3,2022-03-03,Albacete,,0.153,,,,,,2
02003002_27_M,2022,3,12,2022-03-12,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,13,2022-03-13,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,14,2022-03-14,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,15,2022-03-15,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,16,2022-03-16,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,17,2022-03-17,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,18,2022-03-18,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,19,2022-03-19,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,20,2022-03-20,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,21,2022-03-21,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,22,2022-03-22,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,23,2022-03-23,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,24,2022-03-24,Albacete,,0.056,,,,,,1
02003002_27_M,2022,3,25,2022-03-25,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,1,2022-04-01,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,2,2022-04-02,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,3,2022-04-03,Albacete,,0.306,,,,,,2
02003002_27_M,2022,4,4,2022-04-04,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,5,2022-04-05,Albacete,,0.083,,,,,,1
02003002_27_M,2022,4,6,2022-04-06,Albacete,,0.07,,,,,,1
02003002_27_M,2022,4,7,2022-04-07,Albacete,,0.111,,,,,,2
02003002_27_M,2022,4,8,2022-04-08,Albacete,,0.125,,,,,,2
02003002_27_M,2022,4,9,2022-04-09,Albacete,,0.097,,,,,,1
02003002_27_M,2022,4,10,2022-04-10,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,11,2022-04-11,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,12,2022-04-12,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,13,2022-04-13,Albacete,,0.07,,,,,,1
02003002_27_M,2022,4,14,2022-04-14,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,19,2022-04-19,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,20,2022-04-20,Albacete,,0.153,,,,,,2
02003002_27_M,2022,4,21,2022-04-21,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,22,2022-04-22,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,23,2022-04-23,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,24,2022-04-24,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,25,2022-04-25,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,26,2022-04-26,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,27,2022-04-27,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,28,2022-04-28,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,29,2022-04-29,Albacete,,0.056,,,,,,1
02003002_27_M,2022,4,30,2022-04-30,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,1,2022-05-01,Albacete,,0.125,,,,,,2
02003002_27_M,2022,5,2,2022-05-02,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,4,2022-05-04,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,5,2022-05-05,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,6,2022-05-06,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,7,2022-05-07,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,8,2022-05-08,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,9,2022-05-09,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,10,2022-05-10,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,11,2022-05-11,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,12,2022-05-12,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,13,2022-05-13,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,14,2022-05-14,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,15,2022-05-15,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,16,2022-05-16,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,17,2022-05-17,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,19,2022-05-19,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,20,2022-05-20,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,21,2022-05-21,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,22,2022-05-22,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,23,2022-05-23,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,24,2022-05-24,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,25,2022-05-25,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,26,2022-05-26,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,27,2022-05-27,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,28,2022-05-28,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,29,2022-05-29,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,30,2022-05-30,Albacete,,0.056,,,,,,1
02003002_27_M,2022,5,31,2022-05-31,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,1,2022-06-01,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,10,2022-06-10,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,11,2022-06-11,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,12,2022-06-12,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,13,2022-06-13,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,14,2022-06-14,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,15,2022-06-15,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,16,2022-06-16,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,17,2022-06-17,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,18,2022-06-18,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,19,2022-06-19,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,20,2022-06-20,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,21,2022-06-21,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,22,2022-06-22,Albacete,,0.056,,,,,,1
02003002_27_M,2022,6,23,2022-06-23,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,1,2022-07-01,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,2,2022-07-02,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,3,2022-07-03,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,4,2022-07-04,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,5,2022-07-05,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,6,2022-07-06,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,9,2022-07-09,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,10,2022-07-10,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,11,2022-07-11,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,12,2022-07-12,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,13,2022-07-13,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,14,2022-07-14,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,26,2022-07-26,Albacete,,0.061,,,,,,1
02003002_27_M,2022,7,27,2022-07-27,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,28,2022-07-28,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,29,2022-07-29,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,30,2022-07-30,Albacete,,0.056,,,,,,1
02003002_27_M,2022,7,31,2022-07-31,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,1,2022-08-01,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,4,2022-08-04,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,5,2022-08-05,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,6,2022-08-06,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,7,2022-08-07,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,8,2022-08-08,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,10,2022-08-10,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,11,2022-08-11,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,12,2022-08-12,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,13,2022-08-13,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,14,2022-08-14,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,15,2022-08-15,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,16,2022-08-16,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,17,2022-08-17,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,18,2022-08-18,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,19,2022-08-19,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,20,2022-08-20,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,21,2022-08-21,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,22,2022-08-22,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,23,2022-08-23,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,25,2022-08-25,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,26,2022-08-26,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,27,2022-08-27,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,28,2022-08-28,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,29,2022-08-29,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,30,2022-08-30,Albacete,,0.056,,,,,,1
02003002_27_M,2022,8,31,2022-08-31,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,1,2022-09-01,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,2,2022-09-02,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,3,2022-09-03,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,4,2022-09-04,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,5,2022-09-05,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,6,2022-09-06,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,7,2022-09-07,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,10,2022-09-10,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,11,2022-09-11,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,12,2022-09-12,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,13,2022-09-13,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,14,2022-09-14,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,15,2022-09-15,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,16,2022-09-16,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,17,2022-09-17,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,18,2022-09-18,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,19,2022-09-19,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,20,2022-09-20,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,21,2022-09-21,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,22,2022-09-22,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,23,2022-09-23,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,28,2022-09-28,Albacete,,0.056,,,,,,1
02003002_27_M,2022,9,29,2022-09-29,Albacete,,0.306,,,,,,2
02003002_27_M,2022,9,30,2022-09-30,Albacete,,0.07,,,,,,1
02003002_27_M,2022,10,1,2022-10-01,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,2,2022-10-02,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,3,2022-10-03,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,4,2022-10-04,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,5,2022-10-05,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,6,2022-10-06,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,7,2022-10-07,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,8,2022-10-08,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,9,2022-10-09,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,10,2022-10-10,Albacete,,0.056,,,,,,1
02003002_27_M,2022,10,11,2022-10-11,Albacete,,0.056,,,,,,1
02003002_27_M,2023,1,10,2023-01-10,Albacete,,0.111,,,,,,2
02003002_27_M,2023,1,11,2023-01-11,Albacete,,0.167,,,,,,2
02003002_27_M,2023,1,12,2023-01-12,Albacete,,0.209,,,,,,2
02003002_27_M,2023,1,13,2023-01-13,Albacete,,0.223,,,,,,2
02003002_27_M,2023,1,14,2023-01-14,Albacete,,0.362,,,,,,2
02003002_27_M,2023,1,15,2023-01-15,Albacete,,0.445,,,,,,2
02003002_27_M,2023,1,16,2023-01-16,Albacete,,0.056,,,,,,1
02003002_27_M,2023,1,17,2023-01-17,Albacete,,0.056,,,,,,1
02003002_27_M,2023,1,18,2023-01-18,Albacete,,0.181,,,,,,2
02003002_27_M,2023,1,19,2023-01-19,Albacete,,0.139,,,,,,2
02003002_27_M,2023,2,4,2023-02-04,Albacete,,0.306,,,,,,2
02003002_27_M,2023,2,6,2023-02-06,Albacete,,0.125,,,,,,2
02003002_27_M,2023,2,8,2023-02-08,Albacete,,0.083,,,,,,1
02003002_27_M,2023,2,10,2023-02-10,Albacete,,0.056,,,,,,1
02003002_27_M,2023,2,12,2023-02-12,Albacete,,0.056,,,,,,1
02003002_27_M,2023,2,14,2023-02-14,Albacete,,0.056,,,,,,1
02003002_27_M,2023,2,16,2023-02-16,Albacete,,0.056,,,,,,1
02003002_27_M,2023,2,18,2023-02-18,Albacete,,0.153,,,,,,2
02003002_27_M,2023,2,20,2023-02-20,Albacete,,0.056,,,,,,1
02003002_27_M,2023,3,1,2023-03-01,Albacete,,0.097,,,,,,1
02003002_27_M,2023,3,3,2023-03-03,Albacete,,0.111,,,,,,2
02003002_27_M,2023,3,5,2023-03-05,Albacete,,0.334,,,,,,2
02003002_27_M,2023,3,7,2023-03-07,Albacete,,0.056,,,,,,1
02003002_27_M,2023,3,9,2023-03-09,Albacete,,0.056,,,,,,1
02003002_27_M,2023,3,11,2023-03-11,Albacete,,0.056,,,,,,1
02003002_27_M,2023,3,13,2023-03-13,Albacete,,0.056,,,,,,1
02003002_27_M,2023,3,15,2023-03-15,Albacete,,0.056,,,,,,1
02003002_27_M,2023,3,17,2023-03-17,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,1,2023-04-01,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,3,2023-04-03,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,5,2023-04-05,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,7,2023-04-07,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,9,2023-04-09,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,11,2023-04-11,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,13,2023-04-13,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,15,2023-04-15,Albacete,,0.056,,,,,,1
02003002_27_M,2023,4,17,2023-04-17,Albacete,,0.056,,,,,,1
